doc_id,dataset,split,min_confidence,mean_confidence,min_margin,mean_margin,n_fields,n_correct,n_recoverable,any_error,any_unrecoverable,address_prediction,company_prediction,date_prediction,total_prediction
X51005587254,SROIE,train,0.6538670488913177,0.9128752299530629,0.00020874590997399523,0.001363517596648517,4,3.0,4.0,1.0,0.0,"4-20,JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25,40400 SHAH ALAM SELANGOR TEL: 03-51217970 FAX: 03-51218059","TRI SHAAS SDN BHD (728515-M) MYDIN MART SRI MUDA 4-20,JALAN RIA 25/62 TAMAN SRI MUDA",13/03/2017 03:00:42PM,10.00
X51005587267,SROIE,train,0.791169538337329,0.9468347977778051,6.032742982975403e-05,0.0006166401140927646,4,4.0,4.0,0.0,0.0,"4-20,JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25,40400 SHAH ALAM SELANGOR TEL: 03-51217970 FAX: 03-51218059",MYDIN TRI SHAAS SDN BHD (728515-N) MYDIN MART SRI MUDA,4/02/2017 03:30;29PM,85.10
X51005605284,SROIE,train,0.8338322625427215,0.9509063862346551,0.001019322946451906,0.27195690984809395,4,3.0,4.0,1.0,0.0,"COMPANY REG. NO.: 725186-V NO 1&3,JALAN ANGSA DELIMA 12, WANGSA LINK,WANGSA MAJU,",ADVANCO COMPANY,23/03/2018,84.00
X51005605284(1),SROIE,train,0.8338322625427215,0.9509063862346551,0.001019322946451906,0.27195690984809395,4,3.0,4.0,1.0,0.0,"COMPANY REG. NO.: 725186-V NO 1&3,JALAN ANGSA DELIMA 12, WANGSA LINK,WANGSA MAJU,",ADVANCO COMPANY,23/03/2018,84.00
X51005605284(2),SROIE,train,0.8338322625427215,0.9509063862346551,0.001019322946451906,0.27195690984809395,4,3.0,4.0,1.0,0.0,"COMPANY REG. NO.: 725186-V NO 1&3,JALAN ANGSA DELIMA 12, WANGSA LINK,WANGSA MAJU,",ADVANCO COMPANY,23/03/2018,84.00
X51005605285,SROIE,train,0.8516144660488734,0.9551561788446743,0.0004132035153278091,0.2567089958724005,4,3.0,4.0,1.0,0.0,"3 FLOOR,AEON TAMAN MALURI SC","AEON CO. (M) BHD. (126926-H) 3 FLOOR,AEON TAMAN MALURI SC JLN JEJAKA,TAMAN MALURI",22/03/2018,44.10
X51005605285(1),SROIE,train,0.8516144660488734,0.9551561788446743,0.0004132035153278091,0.2567089958724005,4,3.0,4.0,1.0,0.0,"3 FLOOR,AEON TAMAN MALURI SC","AEON CO. (M) BHD. (126926-H) 3 FLOOR,AEON TAMAN MALURI SC JLN JEJAKA,TAMAN MALURI",22/03/2018,44.10
X51005605285(2),SROIE,train,0.8516144660488734,0.9551561788446743,0.0004132035153278091,0.2567089958724005,4,3.0,4.0,1.0,0.0,"3 FLOOR,AEON TAMAN MALURI SC","AEON CO. (M) BHD. (126926-H) 3 FLOOR,AEON TAMAN MALURI SC JLN JEJAKA,TAMAN MALURI",22/03/2018,44.10
X51005605286,SROIE,train,0.8822759225304774,0.9635868720348831,0.0004719526204192137,0.2638846461450972,4,3.0,4.0,1.0,0.0,"3RD FLR,AEON TAMAN MALURI SC","AEON CO. (M) BHD (126926-H) 3RD FLR,AEON TAMAN MALURI SC JLN JEJAKA,TAMAN MALURI",09/02/2018,10.00
X51005605286(1),SROIE,train,0.8822759225304774,0.9635868720348831,0.0004719526204192137,0.2638846461450972,4,3.0,4.0,1.0,0.0,"3RD FLR,AEON TAMAN MALURI SC","AEON CO. (M) BHD (126926-H) 3RD FLR,AEON TAMAN MALURI SC JLN JEJAKA,TAMAN MALURI",09/02/2018,10.00
X51005605286(2),SROIE,train,0.8822759225304774,0.9635868720348831,0.0004719526204192137,0.2638846461450972,4,3.0,4.0,1.0,0.0,"3RD FLR,AEON TAMAN MALURI SC","AEON CO. (M) BHD (126926-H) 3RD FLR,AEON TAMAN MALURI SC JLN JEJAKA,TAMAN MALURI",09/02/2018,10.00
X51005605333,SROIE,train,0.7773914302935908,0.9314324143164668,0.002503648354998611,0.24289675397035695,4,2.0,4.0,1.0,0.0,POPULAR BOOK,POPULAR BOOK CP. (M) SDN BHD,07/01/18,31.47
X51005605334,SROIE,train,0.6455848792850725,0.8977597556269264,0.003408819757624526,0.24436444558911974,4,2.0,4.0,1.0,0.0,POPULAR BOOK,POPULAR BOOK CO. (M) SDN BHD,29/03/18,40.35
X51005605335,SROIE,train,0.8388969676424212,0.9460412816129099,0.0019499596538026243,0.24896680797528628,4,2.0,4.0,1.0,0.0,POPULAR BOOK,POPULAR BOOK CO. (M) SDN BHD,12/01/18,20.98
X51005663272,SROIE,train,0.7225609308161203,0.9115275223907895,0.0032339404068538746,0.028331986982031265,4,3.0,4.0,1.0,0.0,"425,JALAN PAHANG,",WAHIN HARDWARE SDN BHD,04/12/17,30.7400
X51005663273,SROIE,train,0.7147774331552206,0.9243599425136009,0.000444526015986324,0.014899579301314914,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,04/12/2017,47.70
X51005663276,SROIE,train,0.4850173267064116,0.8666606950580074,0.0003579379098903601,0.019170970848914906,4,2.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,02/12/2017,7.00
X51005663277,SROIE,train,0.7141206250418833,0.9240645625761817,0.0003193127831477849,0.02692926502999987,4,2.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,02/12/2017,28.00
X51005663278,SROIE,train,0.6798545234483072,0.9154204442703523,0.0037761324281224695,0.012672230258276324,4,3.0,4.0,1.0,0.0,NO 2A JALAN COCHRANE,IKANO HANDEL SDN BHD,23/12/17,13.80
X51005663279,SROIE,train,0.8994824118867029,0.9710942802454537,0.0003988546938211712,0.021163095489190265,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,28/12/2017,148.40
X51005663280,SROIE,train,0.5693177525898211,0.8520600051205813,0.0018440119080409545,0.1544330720667604,4,3.0,3.0,0.0,0.0,CHILI'S GRILL & BAR CKLCC,CHILI ' S CHILI'S GRILL & BAR CKLCC T.A.S LEISURE SDN BHD (256864-P),30 DEC 17,102.40
X51005663293,SROIE,train,0.8001130115210863,0.9433093954462106,0.0008897589468851441,0.02599104221482676,4,4.0,4.0,0.0,0.0,TAMAN P.RAMLEE SETAPAK,SWEET FOREST CAFE,14-02-2018,30.30
X51005663297,SROIE,train,0.8166054443617287,0.9061813602231434,0.0022166033014152653,0.06223012141903772,4,3.0,4.0,1.0,0.0,OFF JLN GOMBAK,BEYOND BROTHERS HARDWARE,14/03/2018,565.50
X51005663298,SROIE,train,0.783357555674828,0.9363672295750423,0.0005814914517294767,0.01887704147441449,4,3.0,4.0,1.0,0.0,AL MENDIS-THE MINES,AL MENDIS-THE MINES ZAWIAJAYA FOOD N BEVERAGE SDN BHD,21-03-2018,48.15
X51005663301,SROIE,train,0.42643177501102647,0.848802593171929,0.00017796096238786863,0.24984420699534693,4,4.0,4.0,0.0,0.0,NO 7. SIMPANG OFF BATU VILLAGE. JALAN IPOH BATU 5. 51200 KUALA LUMPUR,LIM SENG THO HARDWARE TRADING,03/02/2018,7.00
X51005663311,SROIE,train,0.4605284572850379,0.8582170581537325,0.0001626272907722104,0.2553023595646022,4,4.0,4.0,0.0,0.0,NO 7. SIMPANG OFF BATU VILLAGE. JALAN IPOH BATU 5. 51200 KUALA LUMPUR,LIM SENG THO HARDWARE TRADING,09/02/2018,7.00
X51005663317,SROIE,train,0.41918460656759676,0.8467896726414746,0.00018511124922693245,0.24965429821956753,4,4.0,4.0,0.0,0.0,NO 7. SIMPANG OFF BATU VILLAGE. JALAN IPOH BATU 5. 51200 KUALA LUMPUR,LIM SENG THO HARDWARE TRADING,29/12/2017,6.00
X51005663324,SROIE,train,0.86326695267989,0.960037923043213,0.005189597538612034,0.27131530560759476,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,28/12/2017,465.34
X51005675095,SROIE,train,0.5269541113114905,0.8736510621556902,0.0011793563082785896,0.03197700506261193,4,3.0,4.0,1.0,0.0,SOLARIS DUTAMAS,SOLARIS DUTAMAS SUN VICTORY SDN BHD,14/01/2018,RM3.77
X51005676536,SROIE,train,0.787085466011464,0.9424635419945734,0.00047805951411994396,0.0202556893094491,4,2.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,02/01/2018,87.80
X51005676538,SROIE,train,0.7672011927781874,0.9372321126141185,0.00027006782951821684,0.016329551054532043,4,2.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,04/01/2018,42.20
X51005676539,SROIE,train,0.8203247226658604,0.9512357457197695,0.0004284548954873735,0.015236136306528897,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,10/01/2018,23.32
X51005676539(1),SROIE,train,0.0,0.0,0.0,0.0,4,0.0,0.0,1.0,1.0,,,,
X51005676540,SROIE,train,0.874066737113171,0.9642905738650493,0.0003545628273732282,0.016641361190836673,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,11/01/2018,116.28
X51005676541,SROIE,train,0.7971413597893658,0.9448133106361293,0.0005757768650240802,0.022404858368422653,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,03/01/2018,94.87
X51005676543,SROIE,train,0.7972000011078545,0.9452662958098275,0.00048313525994536644,0.019702929589031637,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,02/01/2018,13.25
X51005676544,SROIE,train,0.5710815248579076,0.8887765030155726,0.0005553880006157197,0.015174387726584915,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,02/01/2018,2.12
X51005676545,SROIE,train,0.6081063517607054,0.8982838757743374,0.00041381058813272364,0.020432007404656977,4,2.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,13/01/2018,6.00
X51005676546,SROIE,train,0.7850558071745398,0.9423646241967436,0.00032816764201004656,0.01745034662672748,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,11/01/2018,21.20
X51005676547,SROIE,train,0.817909600143616,0.9505518177001582,0.0003161578707941981,0.017806071387094224,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,13/01/2018,12.72
X51005676549,SROIE,train,0.8026116971535678,0.9452651523347683,0.005435800202001295,0.27376014150585715,4,2.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,02/01/2018,37.50
X51005677328,SROIE,train,0.6190569742791467,0.9010000897599106,0.0003928310141295688,0.02255695491387122,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,12/02/2018,5.30
X51005677329,SROIE,train,0.9217638140446385,0.976728857092033,0.00036875128599311857,0.018974289472791506,4,2.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,12/02/2018,255.00
X51005677331,SROIE,train,0.8048509611322008,0.9468562588546948,0.00032368416120154286,0.022381043482638974,4,2.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,03/02/2018,57.50
X51005677332,SROIE,train,0.579538848460334,0.8910608496025787,0.00040470998332375885,0.015625725805688495,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,12/01/2018,7.95
X51005677334,SROIE,train,0.8196126879444845,0.9510750897595375,0.00034275596556065935,0.023857397573943923,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,31/01/2018,82.68
X51005677335,SROIE,train,0.8444759041790377,0.9573645665755506,0.0002582265249144733,0.024858894710110324,4,3.0,4.0,1.0,0.0,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,24/01/2018,74.20
X51005677339,SROIE,train,0.8412693043234775,0.9548334855402039,0.0003378378932356041,0.01965469126852387,4,4.0,4.0,0.0,0.0,OFF JLN GOMBAK,BEYOND BROTHERS HARDWARE,05/02/2018,63.60
X51005677339(1),SROIE,train,0.8412693043234775,0.9548334855402039,0.0003378378932356041,0.01965469126852387,4,4.0,4.0,0.0,0.0,OFF JLN GOMBAK,BEYOND BROTHERS HARDWARE,05/02/2018,63.60
X51005685355,SROIE,train,0.5623664692010721,0.8874721897945799,0.0006171603600150233,0.02028413847431655,4,4.0,4.0,0.0,0.0,"NO.2,GROUND FLOOR,JALAN REKO SENTRAL 8",RESTORAN IBRAHIM MAJU SB,19/03/2018,5.30
X51005685355(1),SROIE,train,0.5623664692010721,0.8874721897945799,0.0006171603600150233,0.02028413847431655,4,4.0,4.0,0.0,0.0,"NO.2,GROUND FLOOR,JALAN REKO SENTRAL 8",RESTORAN IBRAHIM MAJU SB,19/03/2018,5.30
X51005685357,SROIE,train,0.8876917950411659,0.9490969023236933,0.04209124330504721,0.31775775943865675,4,4.0,4.0,0.0,0.0,"23,JIN BURUNG JENTAYU,TMN BUKIT","FARMASI MALURI S/B (587969-U) GST NO: 000342237184 (ID:5033) 23,JIN BURUNG JENTAYU,TMN BUKIT",02/03/18,79.35
X51005685357(1),SROIE,train,0.8876917950411659,0.9490969023236933,0.04209124330504721,0.31775775943865675,4,4.0,4.0,0.0,0.0,"23,JIN BURUNG JENTAYU,TMN BUKIT","FARMASI MALURI S/B (587969-U) GST NO: 000342237184 (ID:5033) 23,JIN BURUNG JENTAYU,TMN BUKIT",02/03/18,79.35
X51005705722,SROIE,train,0.8978927963532296,0.9728105551969952,0.0007862831324786379,0.01230776178634449,4,3.0,4.0,1.0,0.0,"NO 31G,JALAN SEPADU C 25/C, SECTION 25,TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM,SELANGOR.",ASO ELECTRICAL TRADING SDN BHD,27/09/2017,234.00
X51005705722(1),SROIE,train,0.8978927963532296,0.9728105551969952,0.0007862831324786379,0.01230776178634449,4,3.0,4.0,1.0,0.0,"NO 31G,JALAN SEPADU C 25/C, SECTION 25,TAMAN INDUSTRIES, AXIS 40400 SHAH ALAM,SELANGOR.",ASO ELECTRICAL TRADING SDN BHD,27/09/2017,234.00
X51005705760,SROIE,train,0.7425787089418061,0.9348369562642996,0.00022469856058993098,0.004466605058931927,4,4.0,4.0,0.0,0.0,"4-20,JALAN RIA 25/62 TAMAN SRI MUDA SEKSYEN 25,40400 SHAH ALAM SELANGOR",MYDIN TRI SHAAS SDN BHD (728515-M) MYDIN MART SRI MUDA,10/08/2017 03:26:22PM,21.40
X51005705804,SROIE,train,0.8949975722816061,0.9722381765332643,0.0008991926490139468,0.010488916692914269,4,3.0,4.0,1.0,0.0,"NO 31G,JALAN SEPADU C 25/C. SECTION 25,TAMAN IDUSTRIES. AXIS 40400 SHAH ALAM,SELANGOR",ASO ELECTRICAL TRADING SDN BHD,04/12/2017,100.00
X51005711401,SROIE,train,0.5900614838003169,0.895395180483519,6.655180739834066e-08,0.005860548982834557,4,4.0,4.0,0.0,0.0,"NO.2,JALAN TEMENGGUNG 19/9, SEKSYEN 9,BANDAR MAHKOTA CHERAS,",RESTORAN WAN SHENG,DATE : 19-03-2018 18:08:38,6.00
X51005711403,SROIE,train,0.47465176190729175,0.8626311566303201,0.001980180439007828,0.25733623017302676,4,3.0,4.0,1.0,0.0,"NO.2,JALAN TEMENGGUNG 19/9, SEKSYEN 9,BANDAR MAHKOTA CHERAS,",RESTORAN WAN SHENG,19-03-2018,0.51
X51005711404,SROIE,train,0.5086247461095096,0.8722602820809893,0.0016209775047482111,0.25742527280973815,4,3.0,4.0,1.0,0.0,"NO.2,JALAN TEMENGGUNG 19/9, SEKSYEN 9,BANDAR MAHKOTA CHERAS,",RESTORAN WAN SHENG,14-03-2018,4.54
X51005711441,SROIE,train,0.5050156724541894,0.8712895791420112,0.001968993749638992,0.254756719985835,4,4.0,4.0,0.0,0.0,"NO.2,JALAN TEMENGGUNG 19/9, SEKSYEN 9,BANDAR MAHKOTA CHERAS,",RESTORAN WAN SHENG,21-03-2018,6.70
X51005711442,SROIE,train,0.49414362294346625,0.8705770722444836,0.0005708834158063558,0.009020030208503962,4,3.0,4.0,1.0,0.0,"NO.2,JALAN TEMENGGUNG 19/9, SEKSYEN 9,BANDAR MAHKOTA CHERAS,",RESTORAN WAN SHENG,16-03-2018,0.53
X51005711445,SROIE,train,0.527487604640349,0.8771997237165046,0.002344128721115224,0.2598578269270029,4,3.0,4.0,1.0,0.0,"NO.2,JALAN TEMENGGUNG 19/9, SEKSYEN 9,BANDAR MAHKOTA CHERAS,",RESTORAN WAN SHENG,12-03-2018,6.62
X51005711447,SROIE,train,0.5326394277854359,0.8786102764990571,0.001654768066784329,0.25540292326518976,4,4.0,4.0,0.0,0.0,"NO.2,JALAN TEMENGGUNG 19/9, SEKSYEN 9,BANDAR MAHKOTA CHERAS,",RESTORAN WAN SHENG,14-03-2018,2.30
X51005711451,SROIE,train,0.5716295862043741,0.8884026443498124,0.0016377427635886344,0.2747179953058636,4,3.0,4.0,1.0,0.0,"NO.2,JALAN TEMENGGUNG 19/9, SEKSYEN 9,BANDAR MAHKOTA CHERAS,",RESTORAN WAN SHENG,05-03-2018,5.66
X51005711452,SROIE,train,0.7194790620965914,0.9225482699547463,0.000910622551896223,0.24695279603396325,4,4.0,4.0,0.0,0.0,"LICENSEE OF MCDONALD'S LEVEL 6,BANGUNAN TH,DAMANSARA UPTOWN3 NO.3,JALAN SS21/39,47400 PETALING JAYA",118 GERBANG ALAF RESTAURANTS SDN BHD,21/03/2018,25.40
X51005711453,SROIE,train,0.7089078217098428,0.9192575864454946,0.001203955555481362,0.2991783791995475,4,3.0,4.0,1.0,0.0,"LICENSEE OF MCDONALD'S LEVEL 6,BANGUNAN TH,DAMANSARA UPTOWN3 NO.3,JALAN SS21/39,47400 PETALING JAYA",107 GERBANG ALAF RESTAURANTS SDN BHD,10/03/2018,41.50
X51005711454,SROIE,train,0.761800249055368,0.8911998924894642,0.0009595827679641511,0.05841054503827972,4,3.0,4.0,1.0,0.0,JALAN TEMENGGUNG 23/9,PAPPARICH BMC,24 MAR 18,62.55
X51005711456,SROIE,train,0.8622885468263065,0.9572467405830103,0.002737308710667241,0.02646944639551191,4,3.0,4.0,1.0,0.0,SUSHI MENTAI - NAHKOTA CHERAS,"SUSHI MENTAI - NAHKOTA CHERAS MIZU MENTAI SDN. BHD. (1248446-V) NO: 1-1&2 GROUND FLOOR,",31-03-2018,65.55
X51005712017,SROIE,train,0.8325650795712841,0.9526102427672469,0.0003640664120789783,0.24851586660016492,4,3.0,4.0,1.0,0.0,"LICENSEE OF MCDONALD'S LEVEL 6,BANGUNAN TH,DAMANSARA UPTOWN3 NO.3,JALAN SS21/39,47400 PETALING JAYA",GERBANG ALAF RESTAURANTS SDN BHD,18/03/2018,11.10
X51005712021,SROIE,train,0.8099967537928481,0.9469430213472503,0.00023214612881283792,0.29621634587200313,4,3.0,4.0,1.0,0.0,HAPPY SNACKS ENTYERPRISE,HAPPY SNACKS ENTYERPRISE,20/03/2018,26.82
X51005712038,SROIE,train,0.8782316033522855,0.9602005523108657,0.001412376296924145,0.0114747939813713,4,4.0,4.0,0.0,0.0,"5-7,JALAN MAHAGONI 7/1 SEKSYEN 4,BANDAR UTAMA,44300 BATANG KALI,SELANGOR",SWC ENTERORISE SDN BHD,28/03/2018,30.00
X51005712039,SROIE,train,0.5569975205212658,0.8834410597604125,0.0025349986088085696,0.27787881248612123,4,4.0,4.0,0.0,0.0,"NO.49,JALAN MAHAGONI 7/2, SEKSYEN 4 BANDAR UTAMA, 44300 BATANG KALI,SELANGOR.",L TWO FLORIST & HANDICRAFT,21/03/2018,9.00
X51005715010,SROIE,train,0.0,0.7060156319478801,0.0,0.02636708576166963,4,2.0,3.0,1.0,1.0,"USJ SUMMIT,SUBANG (SS)",3-1708032 WATSONS WATSON'S PERSONAL CARE STORES SDN BHD,,RM41.43
X51005715451,SROIE,train,0.8698159739576086,0.9530658985123306,0.0021583924490063966,0.25542093224472034,4,2.0,4.0,1.0,0.0,POPULAR BOOL,POPULAR BOOL CO. (M) SDN BHD,06/02/18,14.64
X51005715456,SROIE,train,0.8798258703172049,0.9671887711859595,0.0006747925155248247,0.00962956692802594,4,3.0,4.0,1.0,0.0,TAMAN LEMBAH MAJU,KHE ELECTRICAL TRADING,22/03/2018,101.76
X51005717526,SROIE,train,0.8602029944087003,0.9590809288154087,0.00042993713623218355,0.25164581070663494,4,4.0,4.0,0.0,0.0,"LICENSEE OF MCDONALD'S LEVEL 6,BANGUNAN TH,DAMANSARA UPTOWN3 NO.3,JALAN SS21/39,47400 PETALING JAYA",GERPANG ALAF RESTAURANTS SDN BHD,02/03/2018,28.50
X51005719814,SROIE,train,0.9058265080384224,0.9742832986335617,7.765566018658188e-05,0.01472378413788994,4,4.0,4.0,0.0,0.0,"19-1,JALAN MALINJA 2,TAMAN BUNGA RAYA,",KIKU JAPANESE RESTAURANT TK DIVISION KITCHEN SDN BHD,17/1/2018,RM 29.70
X51005719856,SROIE,train,0.7975511081307587,0.94274528886789,0.00024490021252454586,0.2527074800351104,4,3.0,4.0,1.0,0.0,BASKIN BR ROBBINS,"DESA PARK CITY GOLDEN SCOOP SDN BHD (169609-A) A--16-1,TOWER A,NORTHPOINT OFFICE,MID VALLEY",16/02/2018,21.50
X51005719862,SROIE,train,0.5559565058978003,0.8724599714817347,0.004653114891758681,0.2823177977493513,4,3.0,4.0,1.0,0.0,TAMAN BERKELEY,"99 SPEED MART S/B (519537-X) LOT P. T. 2811,JALAN ANGSA, TAMAN BERKELEY",03-02-18,RM3.20
X51005719864,SROIE,train,0.8461900571255738,0.949112862944014,0.026983600665687058,0.29075608247990403,4,3.0,4.0,1.0,0.0,"TAMAN BUKIT MALURI,",FUN N CHEER (MALURI),05/01/2018,28.11
X51005719873,SROIE,train,0.4811017458164175,0.8543335840141346,0.0069924274620641325,0.0349132861122282,4,3.0,4.0,1.0,0.0,YOUR ORDER NUMBER IS,TEALIVE CT281 - TEALIVE SHELL KEPONG OTTOGO ENTERPRISE,21/01/2018,RM8.60
X51005719874,SROIE,train,0.9408581288347119,0.9846754173467374,0.0003055179274640274,0.06139413554254103,4,4.0,4.0,0.0,0.0,"LOT NO . : G1 . 116A,GROUND FLOOR, SUNWAY PYRAMID,NO . 3,JALAN PJS 11/15, BANDAR SUNWAY,47500 PETALING JAYA .",NADEJE PRESTIGE SDN BHD,DATE : 2018/02/22 13 : 34 : 14,RM39.00
X51005719882,SROIE,train,0.9173626227323571,0.967735004499316,0.005204608137668654,0.2667853406561448,4,3.0,4.0,1.0,0.0,TAMAN BERKELEY,"99 SPEED MART S/B (519537-X) LOT P. T. 2811,JALAN ANGASA, TAMAN BERKELEY",17-02-18,RM106.50
X51005719883,SROIE,train,0.9037250421757386,0.9574455221894841,0.005414161472051315,0.24838414024017272,4,4.0,4.0,0.0,0.0,TAMAN BERKELEY,"99 SPEED MART S/B (519537-X) LOT P. T. 2811,JALAN ANGSA, TAMAN BERKELEY",17-02-18,108.50
X51005719886,SROIE,train,0.9381596033925079,0.9606527045351452,0.016631335162256566,0.2915528922682951,4,4.0,4.0,0.0,0.0,22 LRG PERUSAHAAN 4,SUNFISH,05/01/2018,28.70
X51005719893,SROIE,train,0.0,0.7238431142258956,0.0,0.011699668525925022,4,2.0,3.0,1.0,1.0,PRESIDENT : KANG,MR . DAKGALBI SOLARIS,,71.00
X51005719896,SROIE,train,0.87351338029191,0.9503515999850718,0.0014979386894107272,0.23227698333477206,4,3.0,4.0,1.0,0.0,LOT 34817 JALAN BATU AMBAR,THE STORE (MALAYSIA) SDN BHD (8199K) WWW.TSTORE.COM.MY,14-01-2018,23.40
X51005719899,SROIE,train,0.9000786809013358,0.947433913078753,0.0003419372088100392,0.23886469973210986,4,2.0,4.0,1.0,0.0,NYONYA COLORS @ 1 UTAMA,NYONYA COLORS @ 1 UTAMA LITTLE CRAVINGS SDN BHD (562007-D),18-03-2018,RM100.00
X51005719902,SROIE,train,0.6924230818685222,0.9135199923632807,7.326459727785561e-08,0.034040224364783656,4,3.0,4.0,1.0,0.0,"KING'S CONFECTIONERY S/B 273500-U (KSB) NO.41,JALAN SERI BINTANG 2","KING'S CONFECTIONERY S/B 273500-U (KSB) NO.41,JALAN SERI BINTANG 2 TAMAN SRI BINTANG,",DATE:11/03/18 21:30,25.15
X51005719904,SROIE,train,0.012885125724255372,0.732006271590303,0.0008755973284172436,0.08259013564780562,4,4.0,4.0,0.0,0.0,"NO. 145G,JALAN RIMBUNAN RAYA 1,",YAM FRESH,2018-03-18,RM29.30
X51005719906,SROIE,train,0.9289358273070102,0.9682739593244845,0.0009439914522266779,0.0288065420234678,4,4.0,4.0,0.0,0.0,"ZEN AND COFFEE 28 S/B NO 53,JALAN 3/62A, BANDAR MENJALARA,",ZEN AND COFFEE 28 S/B,25 MAR 2018 9:27PM,105.00
X51005719912,SROIE,train,0.7604545552978084,0.8911478972652151,4.530595375040747e-05,0.2071596581239818,4,3.0,4.0,1.0,0.0,GUARDIAN GIANT BREM MALL,GUARDIAN HEALTH AND BEAUTY SDN BHD GUARDIAN GIANT BREM MALL G-19 LEVEL G,04/03/18,11.60
X51005719914,SROIE,train,0.7180787263614725,0.9077587180228472,0.0004442955275427707,0.2537615935746136,4,4.0,4.0,0.0,0.0,"LOT 1851-A & 1851-B,JALAN KPB 6, KAWASAN PERINDUSTRIAN BALAKONG, 43300 SERI KEMBANGAN,SELANGOR","MR. D. I. Y. (KUCHAI) SDN BHD (CO REG : 750441-W) LOT 1851-A & 1851-B,JALAN KPB 6,",16-03-18,RM 53.30
X51005719917,SROIE,train,0.7386620559905115,0.9171377806555149,0.007382766610296132,0.24432952914993572,4,2.0,3.0,1.0,1.0,TAX INVOICE,TAX INVOICE DOMINO'S PIZZA,26/03/18,60.60
X51005722668,SROIE,train,0.7841452732736727,0.9432259765215585,0.000540587626067679,0.015224801860586501,4,4.0,4.0,0.0,0.0,"TAMAN DATO AHMAD RAZALI,JALAN AMPANG,",MY HAPPY PHARMACY PLT,01/02/2018,20.50
X51005722699,SROIE,train,0.8157850724978275,0.9394531291421583,0.005478435951210114,0.2820321727897581,4,3.0,4.0,1.0,0.0,POPULAR BOOK,POPULAR BOOK CO. (M) SDN BHD,11/02/18,11.80
X51005724554,SROIE,train,0.8733915511158561,0.9631269969995715,0.000544792871687072,0.01852764468905238,4,4.0,4.0,0.0,0.0,LOT 276 JALAN BANTING,R KEDAI PAPAN YEW CHUAN,28/02/2018,101.76
X51005724621,SROIE,train,0.8817717344211039,0.9648159018659803,0.000735858557254998,0.010099948379304086,4,4.0,4.0,0.0,0.0,LOT 276 JALAN BANTING,R KEDAI PAPAN YEW CHUAN,06/03/2018,127.20
