receipt_id,ocr_path,label_path,image_path,company,date,address,total,num_ocr_lines,ocr_full_text,total_num,date_format,total_in_ocr_exact,total_clean,base_receipt_id,company_len,address_len,ocr_text_len,company_in_ocr_exact,date_in_ocr_exact,address_in_ocr_exact,ocr_text_norm,company_norm,company_in_ocr_norm,date_norm,date_in_ocr_norm,address_norm,address_in_ocr_norm,total_norm,total_in_ocr_norm,img_width,img_height,aspect_ratio,ocr_lines_per_height,ocr_chars_per_height,date_parsed,date_std,year,month,address_len_bin,company_len_bin,hard_receipt,num_field_failures
X51007846391,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51007846391.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846391.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846391.jpg,UNIHAKKA INTERNATIONAL SDN BHD,20 JUN 2018,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR",RM8.20,39,"UNIHAKKA INTERNATIONAL SDN BHD 20 JUN 2018 18:15 (867388-U) 12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR TAX INVOICE INVOICE # : OR18062002170346 ITEM QTY TOTAL SR I00100000035- 1 MEAT + 3 VEGE RM6.69 SR I00100000170- IMPORTED VEGGIES RM1.50 RM6.69 RM1.50 1 1 TOTAL AMOUNT: RM8.19 GST @0%: RM0.00 ROUNDING: RM0.01 NETT TOTAL: RM8.20 PAYMENT MODE CASH CHANGE AMOUNT RM8.20 RM0.00 GST SUMMARY AMOUNT(RM) TAX(RM) SR = GST @0% 8.19 0.00 GST REG #000656195584 BAR WANG RICE@PERMAS JAYA THANK YOU & COME AGAIN! LIKE AND FOLLOW US ON FACEBOOK! FACEBOOK.COM/BARWANGRICE",8.2,dd MON yyyy,True,8.20,X51007846391,30,74,590,True,True,False,unihakka international sdn bhd 20 jun 2018 18 15 867388 u 12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor tax invoice invoice or18062002170346 item qty total sr i00100000035 1 meat 3 vege rm6 69 sr i00100000170 imported veggies rm1 50 rm6 69 rm1 50 1 1 total amount rm8 19 gst 0 rm0 00 rounding rm0 01 nett total rm8 20 payment mode cash change amount rm8 20 rm0 00 gst summary amount rm tax rm sr gst 0 8 19 0 00 gst reg 000656195584 bar wang rice permas jaya thank you come again like and follow us on facebook facebook com barwangrice,unihakka international sdn bhd,True,20 jun 2018,True,12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor,True,rm8 20,True,4961,7016,1.4142310018141504,0.005558722919042189,0.08409350057012542,2018-06-20,2018-06-20,2018.0,6.0,"(72.0, 85.0]","(24.0, 30.0]",False,0
X51007846393,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51007846393.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846393.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846393.jpg,MOONLIGHT CAKE HOUSE SDN BHD,20/06/2018,"NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.",RM14.20,60,"MOONLIGHT CAKE HOUSE SDN BHD 862725-U (GST REG NO: 001559298048) NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR. WWW.MOONLIGHTCAKE.COM TABLE : COUNTER INVOICE NO: SP-NULL-18/06/20-1022050 DATE : 20/06/2018 18:07:10 PAYMENT TYPE: CASH MEMBER NUMBER: 3000000100068587 TAKE AWAY T-BUTTER SLICE CHEESE *# DISCOUNT T-GREEN TEA MOCHI *# DISCOUNT T-HONEY WALNUT *# DISCOUNT T-SAHA BREAD *# DISCOUNT 1 1 1 1 RM4.15 ST RM-0.41 RM3.30 ST RM-0.33 RM3.70 ST RM-0.37 RM4.60 ST RM-0.46 TOTAL (INCL GST, 0%) RM14.18 ROUNDING RM0.02 GRAND TOTAL RM14.20 TOTAL PAID RM20.20 CHANGE RM6.00 DISCOUNT SUMMARY BIRTHDAY DISCOUNT RM1.57 GST SUMMARY GST SUMMARY ITEM AMOUNT(RM) GST(RM) ST = 0% NS = 0% 4 0 14.18 0.00 0.00 0.00 20/06/2018 18:07:10",14.2,dd/mm/yyyy,True,14.20,X51007846393,28,74,747,True,True,True,moonlight cake house sdn bhd 862725 u gst reg no 001559298048 no 1 jalan permas 10 5 bandar baru permas jaya 81750 johor bahru johor www moonlightcake com table counter invoice no sp null 18 06 20 1022050 date 20 06 2018 18 07 10 payment type cash member number 3000000100068587 take away t butter slice cheese discount t green tea mochi discount t honey walnut discount t saha bread discount 1 1 1 1 rm4 15 st rm 0 41 rm3 30 st rm 0 33 rm3 70 st rm 0 37 rm4 60 st rm 0 46 total incl gst 0 rm14 18 rounding rm0 02 grand total rm14 20 total paid rm20 20 change rm6 00 discount summary birthday discount rm1 57 gst summary gst summary item amount rm gst rm st 0 ns 0 4 0 14 18 0 00 0 00 0 00 20 06 2018 18 07 10,moonlight cake house sdn bhd,True,20 06 2018,True,no 1 jalan permas 10 5 bandar baru permas jaya 81750 johor bahru johor,True,rm14 20,True,4961,7016,1.4142310018141504,0.00855188141391106,0.1064709236031927,2018-06-20,2018-06-20,2018.0,6.0,"(72.0, 85.0]","(24.0, 30.0]",False,0
X51007846395,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51007846395.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846395.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846395.jpg,GERBANG ALAF RESTAURANTS SDN BHD,24/06/2018,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR",12.80,34,"GERBANG ALAF RESTAURANTS SDN BHD (65351-M) LICENSEE OF MCDONALD'S LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR (GST ID NO: 000504664064) MCDONALD'S MUTIARA RINI DT (#309) TEL NO. 07-5542-467 TAX INVOICE MFY SIDE 1 INV# 003090200024723 ORD #60 -REG #2- 24/06/2018 22:43:04 QTY ITEM 1 L 9NUGGETS 1 9NUGGETS 1 BARBECUE SAUCE 1 SWEET AND SOUR SAUCE 1 L SPRITE LESS ICE 1 L FRIES TOTAL 12.80 EAT-IN TOTAL (INCL GST) TOTAL ROUNDED CASH TENDERED CHANGE TOTAL INCLUDES 0% GST 12.80 12.80 13.00 0.20 0.00 THANK YOU AND PLEASE COME AGAIN.",12.8,dd/mm/yyyy,True,12.80,X51007846395,32,89,572,True,True,False,gerbang alaf restaurants sdn bhd 65351 m licensee of mcdonald s level 6 bangunan th damansara uptown3 no 3 jalan ss21 39 47400 petaling jaya selangor gst id no 000504664064 mcdonald s mutiara rini dt 309 tel no 07 5542 467 tax invoice mfy side 1 inv 003090200024723 ord 60 reg 2 24 06 2018 22 43 04 qty item 1 l 9nuggets 1 9nuggets 1 barbecue sauce 1 sweet and sour sauce 1 l sprite less ice 1 l fries total 12 80 eat in total incl gst total rounded cash tendered change total includes 0 gst 12 80 12 80 13 00 0 20 0 00 thank you and please come again,gerbang alaf restaurants sdn bhd,True,24 06 2018,True,level 6 bangunan th damansara uptown3 no 3 jalan ss21 39 47400 petaling jaya selangor,True,12 80,True,4961,7016,1.4142310018141504,0.004846066134549601,0.0815279361459521,2018-06-24,2018-06-24,2018.0,6.0,"(85.0, 135.0]","(30.0, 49.0]",False,0
X51007846398,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51007846398.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846398.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846398.jpg,UNIHAKKA INTERNATIONAL SDN BHD,22 JUN 2018,"12, JALAN TAMPOL 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",RM8.50,43,"UNIHAKKA INTERNATIONAL SDN BHD 22 JUN 2018 18:07 (867388-U) 12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR TAX INVOICE INVOICE # : OR18062202170372 ITEM QTY TOTAL SR I00100000170- IMPORTED VEGGIES RM1.50 SR I00100000031- 3 VEGE RM4.15 SR I00100000171-MEAT DISH RM2.83 1 1 1 RM1.50 RM4.15 RM2.83 TOTAL AMOUNT: RM8.48 GST @0%: RM0.00 ROUNDING: RM0.02 NETT TOTAL: RM8.50 PAYMENT MODE CASH CHANGE AMOUNT RM8.50 RM0.00 GST SUMMARY SR = GST @0% AMOUNT(RM) 8.48 TAX(RM) 0.00 GST REG #000656195584 BAR WANG RICE@PERMAS JAYA THANK YOU & COME AGAIN! LIKE AND FOLLOW US ON FACEBOOK! FACEBOOK.COM/BARWANGRICE",8.5,dd MON yyyy,True,8.50,X51007846398,30,73,624,True,True,False,unihakka international sdn bhd 22 jun 2018 18 07 867388 u 12 jalan tampoi 7 4 kawasan perindustrian tampoi 81200 johor bahru johor tax invoice invoice or18062202170372 item qty total sr i00100000170 imported veggies rm1 50 sr i00100000031 3 vege rm4 15 sr i00100000171 meat dish rm2 83 1 1 1 rm1 50 rm4 15 rm2 83 total amount rm8 48 gst 0 rm0 00 rounding rm0 02 nett total rm8 50 payment mode cash change amount rm8 50 rm0 00 gst summary sr gst 0 amount rm 8 48 tax rm 0 00 gst reg 000656195584 bar wang rice permas jaya thank you come again like and follow us on facebook facebook com barwangrice,unihakka international sdn bhd,True,22 jun 2018,True,12 jalan tampol 7 4 kawasan perindustrian tampoi 81200 johor bahru johor,False,rm8 50,True,4961,7016,1.4142310018141504,0.00612884834663626,0.08893956670467502,2018-06-22,2018-06-22,2018.0,6.0,"(72.0, 85.0]","(24.0, 30.0]",True,1
X51007846410,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51007846410.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846410.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846410.jpg,IDEAL MENU GROUP SDN BHD,10/06/2018,"31,31A, JALAN HANG TUAH 9, TAMAN SKUDAI BARU, 81300 SKUDAI, JOHOR",12.00,68,"IDEAL MENU GROUP SDN BHD (1143655-H) 31,31A, JALAN HANG TUAH 9, TAMAN SKUDAI BARU, 81300 SKUDAI, JOHOR GST ID : 001707421696 TAX INVOICE RECEIPT#: CS10031697 STAFF: CASHIER: SM CASHIER TABLE: 10 DATE: 10/06/2018 TIME: 16:23:00 DESCRIPTION QTY PRICE AMT TAX A1 LO BAK RICE - SET 1 12.00 12.00 SR BUBBLE GREEN TEA 1 0.00 0.00 SR TOTAL: 2 12.00 TOTAL SALES (EXCLUDING GST 12.00 DISCOUNT 0.00 SERVICE CHARGE : 0.00 TOTAL GST : 0.00 ROUNDING : 0.00 TOTAL SALES (INCLUSIVE OF GST) 12.00 CASH 20.00 CHANGE 8.00 GST SUMMARY TAX CODE SR0 % 0 AMT (RM) 12.00 TAX (RM) 0.00 TOTAL : 12.00 0.00 # INDICATED THIS TAX CODE BELONG TO SERVICE CHARGES. THANK YOU. PLEASE COME AGAIN !!",12.0,dd/mm/yyyy,True,12.00,X51007846410,24,65,665,True,True,True,ideal menu group sdn bhd 1143655 h 31 31a jalan hang tuah 9 taman skudai baru 81300 skudai johor gst id 001707421696 tax invoice receipt cs10031697 staff cashier sm cashier table 10 date 10 06 2018 time 16 23 00 description qty price amt tax a1 lo bak rice set 1 12 00 12 00 sr bubble green tea 1 0 00 0 00 sr total 2 12 00 total sales excluding gst 12 00 discount 0 00 service charge 0 00 total gst 0 00 rounding 0 00 total sales inclusive of gst 12 00 cash 20 00 change 8 00 gst summary tax code sr0 0 amt rm 12 00 tax rm 0 00 total 12 00 0 00 indicated this tax code belong to service charges thank you please come again,ideal menu group sdn bhd,True,10 06 2018,True,31 31a jalan hang tuah 9 taman skudai baru 81300 skudai johor,True,12 00,True,4961,7016,1.4142310018141504,0.009692132269099202,0.09478335233751425,2018-06-10,2018-06-10,2018.0,6.0,"(56.0, 72.0]","(19.25, 24.0]",False,0
X51007846412,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51007846412.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846412.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846412.jpg,LAVENDER CONFECTIONERY & BAKERY S/B,17/06/2018,"LOT G29 & G30, AEON MALL TEBRAU CITY, NO. 1, JALAN DESA TEBRAU, TAMAN DESA TEBRAU, 81100 JOHOR BAHRU.",26.50,65,"LAVENDER LAVENDER CONFECTIONERY & BAKERY S/B COMPANY NO: 499702-V LOT G29 & G30, AEON MALL TEBRAU CITY, NO. 1, JALAN DESA TEBRAU, TAMAN DESA TEBRAU, 81100 JOHOR BAHRU. TEL : 07-364 3785 GST ID NO: 001872379904 TAX INVOICE 17/06/2018 18:21 B063895 QTY DESCRIPTIONS AMOUNT 1 HONEY SOFT TOAST 3.30 T 2 XIAO GE GE 5.40 T 1 PARMESAN CHEDDAR CHEES 4.15 T 1 TOFFEE DANISH 5.45 T 2 EGG TART 5.10 T 1 OTAK CHEESE BUN 3.10 T 8 TOTAL 26.50 CASH 50.00 CHANGE 23.50 GST SUMMARY T: GST Z: ZERO RATED AMOUNT 26.50 0.00 TAX 0.00 0.00 SIGN : WWW.LAVENDER.COM.MY THANK YOU. 1. ALL SALES ARE FINAL. GOODS SOLD ARE NOT REFUNDABLE NOR EXCHANGEABLE. 2. OUR PRODUCTS CONTAIN NO ADDED PRESERVATIVES, PLEASE CONSUME WITHIN A DAY OR KEEP ACCORDING TO RECOMMENDATIONS ON PACKAGING. 3. FOR FEEDBACK , PLEASE RETAIN THIS TAX INVOICE , SEEK STORE MANAGER ASSISTANCE OR DROP US AN EMAIL. 4. TAX INVOICE CAN ONLY BE ISSUED ON THE PURCHASE DATE. AMENOMENT IS NOT ALLOWED ONCE ISSUED. CSH:C1337 LEE FING TING POS:T012 SHF :201806171",26.5,dd/mm/yyyy,True,26.50,X51007846412,35,101,998,True,True,True,lavender lavender confectionery bakery s b company no 499702 v lot g29 g30 aeon mall tebrau city no 1 jalan desa tebrau taman desa tebrau 81100 johor bahru tel 07 364 3785 gst id no 001872379904 tax invoice 17 06 2018 18 21 b063895 qty descriptions amount 1 honey soft toast 3 30 t 2 xiao ge ge 5 40 t 1 parmesan cheddar chees 4 15 t 1 toffee danish 5 45 t 2 egg tart 5 10 t 1 otak cheese bun 3 10 t 8 total 26 50 cash 50 00 change 23 50 gst summary t gst z zero rated amount 26 50 0 00 tax 0 00 0 00 sign www lavender com my thank you 1 all sales are final goods sold are not refundable nor exchangeable 2 our products contain no added preservatives please consume within a day or keep according to recommendations on packaging 3 for feedback please retain this tax invoice seek store manager assistance or drop us an email 4 tax invoice can only be issued on the purchase date amenoment is not allowed once issued csh c1337 lee fing ting pos t012 shf 201806171,lavender confectionery bakery s b,True,17 06 2018,True,lot g29 g30 aeon mall tebrau city no 1 jalan desa tebrau taman desa tebrau 81100 johor bahru,True,26 50,True,4961,7016,1.4142310018141504,0.009264538198403649,0.14224629418472065,2018-06-17,2018-06-17,2018.0,6.0,"(85.0, 135.0]","(30.0, 49.0]",False,0
X51007846451,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51007846451.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846451.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51007846451.jpg,PASIR EMAS HARDWARE SDN BHD,23/06/18,"NO 69, JALAN PENGKALAN 5, TAMAN PASIR EMAS, KG PASIR PUTIH, 81700 PASIR GUDANG, JOHOR.",36.00,51,"PASIR EMAS HARDWARE SDN BHD (801222-M) (GST ID NO : 000144596992) NO 69,JALAN PENGKALAN 5, TAMAN PASIR EMAS, KG PASIR PUTIH, 81700 PASIR GUDANG,JOHOR. TEL/FAX: 07-271 2406 TAX INVOICE BILL NO : POS/53796 DATE : 23/06/18 12:46:33 PM CASHIER : ASH PAYMENT : CASH ITEM QTY PRICE AMOUNT PLUG TOP 13A(BIASA-MK) @8.00 WAAN34 3 8.00 24.00 SR0 UMS 13A PLUG(SINGLE) @4.00 ST00014 3 4.00 12.00 SR0 GROSS AMT: 36.00 GST (6%) : 0.00 NET AMT : 36.00 RECEIVED 36.00 CHANGE : 0.00 ROUND ADJ.: 0.00 GST SUMMARY SR0 @ 0% AMOUNT(RM) 36.00 TAX(RM) 0.00 THANK YOU PLEASE COME AGAIN",36.0,dd/mm/yy,True,36.00,X51007846451,27,86,561,True,True,False,pasir emas hardware sdn bhd 801222 m gst id no 000144596992 no 69 jalan pengkalan 5 taman pasir emas kg pasir putih 81700 pasir gudang johor tel fax 07 271 2406 tax invoice bill no pos 53796 date 23 06 18 12 46 33 pm cashier ash payment cash item qty price amount plug top 13a biasa mk 8 00 waan34 3 8 00 24 00 sr0 ums 13a plug single 4 00 st00014 3 4 00 12 00 sr0 gross amt 36 00 gst 6 0 00 net amt 36 00 received 36 00 change 0 00 round adj 0 00 gst summary sr0 0 amount rm 36 00 tax rm 0 00 thank you please come again,pasir emas hardware sdn bhd,True,23 06 18,True,no 69 jalan pengkalan 5 taman pasir emas kg pasir putih 81700 pasir gudang johor,True,36 00,True,4961,7016,1.4142310018141504,0.007269099201824401,0.07996009122006842,2018-06-23,2018-06-23,2018.0,6.0,"(85.0, 135.0]","(24.0, 30.0]",False,0
X51008030560,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51008030560.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51008030560.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51008030560.jpg,RESTORAN DE COFFEE O,03/04/2018,"NO 33, 35, G F ,JALAN TEMENGGUNG 3/9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",11.60,57,"RESTORAN DE COFFEE O NO 33, 35, G F,JALAN TEMENGGUNG 3/9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR GST NO. : 002062008320 TAX INVOICE RECEIPT # CS00119810 DATE 03/04/2018 TIME : 12:32:00 (GST) (GST) ITEM QTY PRICE AMOUNT SR: COFFEE O (T.AWAY) 1 2.30 2.30 SR: TEA (T.AWAY) 1 2.40 2.40 SR: COFFEE (T.AWAY) 2 2.40 4.80 SR: SOYA BEAN (T AWAY) 1 2.10 2.10 TOTAL 5 11.60 (EXCLUDED GST) SUB TOTAL 10.94 TOTAL GST 0.66 TOTAL 11.60 GST SUMMARY TAX CODE % AMOUNT GST SR 6 10.94 0.66 TOTAL : 10.94 0.66 GOODS SOLD ARE NOT RETURNABLE THANK YOU",11.6,dd/mm/yyyy,True,11.60,X51008030560,20,83,536,True,True,False,restoran de coffee o no 33 35 g f jalan temenggung 3 9 bandar mahkota cheras 43200 cheras selangor gst no 002062008320 tax invoice receipt cs00119810 date 03 04 2018 time 12 32 00 gst gst item qty price amount sr coffee o t away 1 2 30 2 30 sr tea t away 1 2 40 2 40 sr coffee t away 2 2 40 4 80 sr soya bean t away 1 2 10 2 10 total 5 11 60 excluded gst sub total 10 94 total gst 0 66 total 11 60 gst summary tax code amount gst sr 6 10 94 0 66 total 10 94 0 66 goods sold are not returnable thank you,restoran de coffee o,True,03 04 2018,True,no 33 35 g f jalan temenggung 3 9 bandar mahkota cheras 43200 cheras selangor,True,11 60,True,794,1354,1.7052896725440807,0.042097488921713444,0.39586410635155095,2018-04-03,2018-04-03,2018.0,4.0,"(72.0, 85.0]","(19.25, 24.0]",False,0
X51008030565,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51008030565.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51008030565.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51008030565.jpg,RESTORAN WAN SHENG,04-04-2018,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",7.80,55,"RESTORAN WAN SHENG 002043319-W NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR GST REG NO: 001335787520 TAX INVOICE INV NO.: 1076565 CASHIER : THANDAR DATE : 04-04-2018 14:26:20 DESCRIPTION QTY U.PRICE TOTAL TAX TEH (B) 1 1 X 2.20 2.20 SR CHAM (B) 1 X 2.20 2.20 SR MILO (B) 1 X 2.80 2.80 SR TAKE AWAY 3 X 0.20 0.60 SR TOTAL QTY: 6 TOTAL (EXCLUDING GST): 7.37 GST PAYABLE (6%): 0.43 TOTAL (INCLUSIVE OF GST): 7.80 TOTAL : 7.80 CASH : 7.80 GST SUMMARY AMOUNT(RM) TAX(RM) SR (@ 6%) 7.37 0.43",7.8,dd-mm-yyyy,True,7.80,X51008030565,18,85,526,True,True,True,restoran wan sheng 002043319 w no 2 jalan temenggung 19 9 seksyen 9 bandar mahkota cheras 43200 cheras selangor gst reg no 001335787520 tax invoice inv no 1076565 cashier thandar date 04 04 2018 14 26 20 description qty u price total tax teh b 1 1 x 2 20 2 20 sr cham b 1 x 2 20 2 20 sr milo b 1 x 2 80 2 80 sr take away 3 x 0 20 0 60 sr total qty 6 total excluding gst 7 37 gst payable 6 0 43 total inclusive of gst 7 80 total 7 80 cash 7 80 gst summary amount rm tax rm sr 6 7 37 0 43,restoran wan sheng,True,04 04 2018,True,no 2 jalan temenggung 19 9 seksyen 9 bandar mahkota cheras 43200 cheras selangor,True,7 80,True,791,1623,2.0518331226295827,0.033887861983980284,0.32409118915588414,2018-04-04,2018-04-04,2018.0,4.0,"(72.0, 85.0]","(6.999, 19.25]",False,0
X51008030566,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51008030566.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51008030566.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51008030566.jpg,RESTORAN WAN SHENG,09-04-2018,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",8.60,54,"RESTORAN WAN SHENG 002043319-W NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR GST REG NO: 001335787520 TAX INVOICE INV NO. : 1085405 CASHIER: THANDAR DATE : 09-04-2018 13:16:21 DESCRIPTION QTY U.PRICE TOTAL TAX TEH (B) 1 X 2.20 2.20 SR CHAM (B) 1 X 2.20 2.20 SR HERBAL TEA 2 X 1.70 3.40 SR TAKE AWAY 4 X 0.20 0.80 SR TOTAL QTY: 8 TOTAL (EXCLUDING GST): 8.11 GST PAYABLE (6%): 0.49 TOTAL (INCLUSIVE OF GST): 8.60 TOTAL : 8.60 CASH : 8.60 GST SUMMARY AMOUNT(RM) TAX(RM) SR (@ 6%) 8.11 0.49",8.6,dd-mm-yyyy,True,8.60,X51008030566,18,85,526,True,True,True,restoran wan sheng 002043319 w no 2 jalan temenggung 19 9 seksyen 9 bandar mahkota cheras 43200 cheras selangor gst reg no 001335787520 tax invoice inv no 1085405 cashier thandar date 09 04 2018 13 16 21 description qty u price total tax teh b 1 x 2 20 2 20 sr cham b 1 x 2 20 2 20 sr herbal tea 2 x 1 70 3 40 sr take away 4 x 0 20 0 80 sr total qty 8 total excluding gst 8 11 gst payable 6 0 49 total inclusive of gst 8 60 total 8 60 cash 8 60 gst summary amount rm tax rm sr 6 8 11 0 49,restoran wan sheng,True,09 04 2018,True,no 2 jalan temenggung 19 9 seksyen 9 bandar mahkota cheras 43200 cheras selangor,True,8 60,True,788,1609,2.0418781725888326,0.03356121814791796,0.326911124922312,2018-04-09,2018-04-09,2018.0,4.0,"(72.0, 85.0]","(6.999, 19.25]",False,0
X51008042777,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task1train(626p)/X51008042777.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51008042777.txt,/Users/lucashuynh/Desktop/Gated-Risk-MCP/Data/SROIE/0325updated.task2train(626p)/X51008042777.jpg,RESTORAN WAN SHENG,26-05-2018,"NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",4.80,44,"RESTORAN WAN SHENG 002043319-W NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR GST REG NO: 001335787520 TAX INVOICE INV NO. : 1159923 CASHIER: THANDAR DATE : 26-05-2018 15:16:13 DESCRIPTION QTY U.PRICE TOTAL TAX TEH (B) 2 X 2.20 4.40 SR TAKE AWAY 2 X 0.20 0.40 SR TOTAL QTY: 4 TOTAL (EXCLUDING GST): 4.54 GST PAYABLE (6%): 0.26 TOTAL (INCLUSIVE OF GST): 4.80 TOTAL : 4.80 CASH : 4.80 GST SUMMARY AMOUNT(RM) TAX(RM) SR (@ 6%) 4.54 0.26",4.8,dd-mm-yyyy,True,4.80,X51008042777,18,85,472,True,True,True,restoran wan sheng 002043319 w no 2 jalan temenggung 19 9 seksyen 9 bandar mahkota cheras 43200 cheras selangor gst reg no 001335787520 tax invoice inv no 1159923 cashier thandar date 26 05 2018 15 16 13 description qty u price total tax teh b 2 x 2 20 4 40 sr take away 2 x 0 20 0 40 sr total qty 4 total excluding gst 4 54 gst payable 6 0 26 total inclusive of gst 4 80 total 4 80 cash 4 80 gst summary amount rm tax rm sr 6 4 54 0 26,restoran wan sheng,True,26 05 2018,True,no 2 jalan temenggung 19 9 seksyen 9 bandar mahkota cheras 43200 cheras selangor,True,4 80,True,789,1442,1.8276299112801013,0.030513176144244106,0.3273231622746186,2018-05-26,2018-05-26,2018.0,5.0,"(72.0, 85.0]","(6.999, 19.25]",False,0
